Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
women-velvet-patch-stone-work-saree,,,,,,,,Mint Green,HF-VLV-01-MINT,shopify,2,deny,manual,1699.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/mint-01-main-efe218.jpg,
women-velvet-patch-stone-work-saree,,,,,,,,Olive Green,HF-VLV-01-OLIVE,shopify,2,deny,manual,1699.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/olive-01-main-5d9a94.jpg,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/coral-02-side-80f1b4.jpg,2,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/coral-03-back-b417e5.jpg,3,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/dusty-rose-01-main-7c6bb3.jpg,4,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/dusty-rose-02-side-fbaa20.jpg,5,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/dusty-rose-03-back-361838.jpg,6,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/lilac-01-main-b92365.jpg,7,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/lilac-02-side-c19c0e.jpg,8,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/lilac-03-back-3cf9c3.jpg,9,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/mint-01-main-efe218.jpg,10,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/mint-02-side-08d9b6.jpg,11,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/mint-03-back-a119e3.jpg,12,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/olive-01-main-5d9a94.jpg,13,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/olive-02-side-af952b.jpg,14,Women Shimmer Saree with Velvet Patch & Stone Work,,
women-velvet-patch-stone-work-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-velvet-patch-saree-stitched-blouse/olive-03-back-84ead0.jpg,15,Women Shimmer Saree with Velvet Patch & Stone Work,,
steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse,Steel Grey Georgette Saree with Sequin Striped Border & Unstitched Blouse Piece,"<p>A refined, minimalist steel blue-grey saree for the modern woman who loves understated glamour. Crafted in shimmer georgette and silk blend fabric, it has a subtle sheen with delicate gold sequin vertical stripe embroidery along the pallu and border. The clean linework catches evening light beautifully without heavy motifs. Comes with a matching unstitched blouse piece that can be tailored to your preferred fit and style. The blouse shown in photos is for styling reference. Perfect for cocktail parties, receptions, sangeet nights and evening events where you want elegance over embellishment. SEO tags: plain saree with embroidered border, sequin saree, designer blouse saree, reception wear saree, back tie-up blouse saree, party wear saree, minimal saree design.</p>",HyraLuxe,Sarees,"Sarees, Shimmer Georgette / Silk Blend, Party, Trending, Migrated",TRUE,Colour,Steel Blue Grey,HF-SGS-01-STEELGREY,shopify,7,deny,manual,1599.00,,TRUE,TRUE,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse/steel-blue-grey-01-1-b97744.jpg,1,Steel Grey Georgette Saree with Sequin Striped Border & Unstitched Blouse Piece,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse/steel-blue-grey-01-1-b97744.jpg,active
steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse/steel-blue-grey-02-2-c5968d.jpg,2,Steel Grey Georgette Saree with Sequin Striped Border & Unstitched Blouse Piece,,
steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/steel-grey-georgette-saree-sequin-striped-border-potli-tie-blouse/steel-blue-grey-03-3-1d2650.jpg,3,Steel Grey Georgette Saree with Sequin Striped Border & Unstitched Blouse Piece,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,"<p>HYRALUXE presents the Aarya Premium Fancy Fabric Saree, an elegant occasion-ready design featuring beautifully placed multicolor ethnic motifs and a rich intricately detailed designer border. Crafted in premium fancy fabric with a graceful lustrous finish, the saree creates a refined and luxurious traditional look. The coordinated pallu and detailed border enhance the overall drape, making it an ideal choice for weddings, receptions, festive celebrations, parties, engagements and family functions. Available in a curated range of sophisticated colours, Aarya is designed for women who appreciate timeless ethnic elegance with a contemporary luxury touch. The stitched blouse shown on the model is for styling reference only; the product includes an unstitched matching blouse piece.</p>",HyraLuxe,Sarees,"Sarees, Fancy Fabric, Party, Trending, Migrated",TRUE,Colour,Antique Mustard Gold,HYL-AARYA-MUS-04,shopify,2,deny,manual,1599.00,,TRUE,TRUE,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/antique-mustard-gold-01-11-ec4ece.jpg,1,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/antique-mustard-gold-01-11-ec4ece.jpg,active
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,Dusty Rose,HYL-AARYA-ROSE-05,shopify,2,deny,manual,1599.00,,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/dusty-rose-01-14-4e8b96.jpg,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,Heritage Olive,HYL-AARYA-OLV-03,shopify,2,deny,manual,1599.00,,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/heritage-olive-01-8-93318b.jpg,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,Jewel Teal,HYL-AARYA-TEAL-02,shopify,2,deny,manual,1599.00,,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/jewel-teal-01-4-fdff5d.jpg,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,Royal Lavender,HYL-AARYA-LAV-01,shopify,2,deny,manual,1599.00,,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/royal-lavender-01-1-912115.jpg,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,Terracotta Peach,HYL-AARYA-TER-06,shopify,2,deny,manual,1599.00,,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/terracotta-peach-01-17-b5f66c.jpg,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/antique-mustard-gold-02-12-e887b0.jpg,2,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/antique-mustard-gold-03-13-fdd44a.jpg,3,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/dusty-rose-01-14-4e8b96.jpg,4,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/dusty-rose-02-15-3cd494.jpg,5,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/dusty-rose-03-16-373601.jpg,6,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/heritage-olive-01-8-93318b.jpg,7,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/heritage-olive-02-9-5ae1f8.jpg,8,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/heritage-olive-03-10-07ff22.jpg,9,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/jewel-teal-01-4-fdff5d.jpg,10,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/jewel-teal-02-6-0057cc.jpg,11,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/jewel-teal-03-7-37b2b3.jpg,12,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/royal-lavender-01-1-912115.jpg,13,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/royal-lavender-02-2-a64137.jpg,14,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/royal-lavender-03-3-2b96aa.jpg,15,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/terracotta-peach-01-17-b5f66c.jpg,16,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/terracotta-peach-02-18-8dbb35.jpg,17,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
hyraluxe-designer-shimmer-silk-saree-heavy-embroidered-border-wedding-party-wear,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/aarya-premium-fancy-fabric-saree/terracotta-peach-03-19-67609d.jpg,18,HYRALUXE Designer Shimmer Silk Saree with Heavy Embroidered Border - Wedding & Party Wear,,
women-printed-pallu-embroidered-buti-saree,Women Printed Pallu Dola Silk Saree with Embroidered Butis,"<p>Dola silk saree with a smooth plain drape, delicate embroidered butis scattered across it, a printed ethnic-motif border on all sides and a richly printed pallu. Comes with a matching printed blouse fabric. Falls softly and drapes easily — made for weddings, festivals, poojas and family functions.</p>",HyraLuxe,Sarees,"Sarees, Dola Silk, Festive, Party, Migrated",TRUE,Colour,Mustard,HF-PLU-01-MUSTARD,shopify,2,deny,manual,899.00,1699.00,TRUE,TRUE,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/mustard-01-main-95f9ea.jpg,1,Women Printed Pallu Dola Silk Saree with Embroidered Butis,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/mustard-01-main-95f9ea.jpg,active
women-printed-pallu-embroidered-buti-saree,,,,,,,,Olive Grey,HF-PLU-01-KHAKI,shopify,2,deny,manual,899.00,1699.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/khaki-01-main-a4dbe1.jpg,
women-printed-pallu-embroidered-buti-saree,,,,,,,,Teal Blue,HF-PLU-01-TEAL,shopify,2,deny,manual,899.00,1699.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/teal-01-main-7b3782.jpg,
women-printed-pallu-embroidered-buti-saree,,,,,,,,Wine,HF-PLU-01-MAROON,shopify,2,deny,manual,899.00,1699.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/maroon-01-main-2574e3.jpg,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/mustard-02-back-16e41b.jpg,2,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/mustard-x-collage-1-0271a9.jpg,3,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/khaki-01-main-a4dbe1.jpg,4,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/khaki-02-back-b42e25.jpg,5,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/teal-01-main-7b3782.jpg,6,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/teal-02-back-66ff54.jpg,7,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/maroon-01-main-2574e3.jpg,8,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-printed-pallu-embroidered-buti-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-printed-pallu-embroidered-buti-saree/maroon-02-back-01a907.jpg,9,Women Printed Pallu Dola Silk Saree with Embroidered Butis,,
women-pastel-floral-embroidered-net-saree,Women Floral Embroidered Net Saree with Scalloped Border,"<p>Net saree with fine floral embroidery scattered across the drape and a richly worked scalloped floral border on all four sides. Comes with matching embroidered blouse fabric. Light, sheer and easy to drape — made for weddings, receptions, engagements and festive evenings.</p>",HyraLuxe,Sarees,"Sarees, Net, Festive, Party, Migrated",TRUE,Colour,Dusty Pink,HF-PST-01-DUSTYPINK,shopify,2,deny,manual,1799.00,2999.00,TRUE,TRUE,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/dusty-pink-01-main-8e9879.jpg,1,Women Floral Embroidered Net Saree with Scalloped Border,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/dusty-pink-01-main-8e9879.jpg,active
women-pastel-floral-embroidered-net-saree,,,,,,,,Ivory,HF-PST-01-IVORY,shopify,2,deny,manual,1799.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/ivory-01-main-1ce46d.jpg,
women-pastel-floral-embroidered-net-saree,,,,,,,,Lavender,HF-PST-01-LAVENDER,shopify,2,deny,manual,1799.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/lavender-01-main-568045.jpg,
women-pastel-floral-embroidered-net-saree,,,,,,,,Mint Green,HF-PST-01-MINT,shopify,2,deny,manual,1799.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/mint-01-main-c4cd97.jpg,
women-pastel-floral-embroidered-net-saree,,,,,,,,Sage Green,HF-PST-01-SAGE,shopify,2,deny,manual,1799.00,2999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/sage-01-main-54f7f0.jpg,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/dusty-pink-02-back-ecdc75.jpg,2,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/dusty-pink-x-collage-1-dbc7ca.jpg,3,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/ivory-01-main-1ce46d.jpg,4,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/ivory-02-back-b8435b.jpg,5,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/ivory-x-collage-1-d16e74.jpg,6,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/lavender-01-main-568045.jpg,7,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/lavender-02-back-857100.jpg,8,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/lavender-x-collage-1-9ed30b.jpg,9,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/mint-01-main-c4cd97.jpg,10,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/mint-02-back-504ccb.jpg,11,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/mint-x-collage-1-72fe2d.jpg,12,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/sage-01-main-54f7f0.jpg,13,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/sage-02-back-ce6a34.jpg,14,Women Floral Embroidered Net Saree with Scalloped Border,,
women-pastel-floral-embroidered-net-saree,,,,,,,,,,,,,,,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-pastel-floral-embroidered-net-saree/sage-x-collage-1-c32b69.jpg,15,Women Floral Embroidered Net Saree with Scalloped Border,,
women-floral-embroidered-border-georgette-saree,Women Georgette Saree with Floral Embroidered Border and Running Blouse,"<p>Georgette saree with a colourful floral embroidered border running along the drape and pallu, finished with a matching embroidered running blouse. Soft, light and easy to drape — comfortable for long wear at weddings, receptions, festive evenings and family functions.</p>",HyraLuxe,Sarees,"Sarees, Georgette, Festive, Party, Migrated",TRUE,Colour,Mustard,HF-FLR-01-MUSTARD,shopify,10,deny,manual,1200.00,1999.00,TRUE,TRUE,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-floral-embroidered-border-georgette-saree/mustard-01-main-053440.jpg,1,Women Georgette Saree with Floral Embroidered Border and Running Blouse,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-floral-embroidered-border-georgette-saree/mustard-01-main-053440.jpg,active
women-floral-embroidered-border-georgette-saree,,,,,,,,Olive Green,HF-FLR-01-OLIVE,shopify,10,deny,manual,1200.00,1999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-floral-embroidered-border-georgette-saree/olive-01-main-74c6fa.jpg,
women-floral-embroidered-border-georgette-saree,,,,,,,,Purple,HF-FLR-01-PURPLE,shopify,10,deny,manual,1200.00,1999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-floral-embroidered-border-georgette-saree/purple-01-main-896b27.jpg,
women-floral-embroidered-border-georgette-saree,,,,,,,,Teal,HF-FLR-01-TEAL,shopify,10,deny,manual,1200.00,1999.00,TRUE,TRUE,,,,https://pub-1c439aae24bd4239bd4c425d68d03bfc.r2.dev/products/women-floral-embroidered-border-georgette-saree/teal-01-main-1643e7.jpg,
